bin,#recs,#g,#b,%g,%b,tot,cg,cb,%cg,FDR,KS,FPR,Fraud Savings,FP Loss,Overall Savings
16.0,2500.0,2487.0,13.0,99.48,0.519999999999996,40008.0,37459.0,2549.0,15.202022661601896,69.93141289437585,54.72939023277396,14.695566888976069,10196000.0,3745900.0,6450100.0
17.0,2501.0,2490.0,11.0,99.56017592962814,0.43982407037185567,42509.0,39949.0,2560.0,16.21254180059089,70.23319615912209,54.020654358531196,15.605078125,10240000.0,3994900.0,6245100.0
18.0,2501.0,2490.0,11.0,99.56017592962814,0.43982407037185567,45010.0,42439.0,2571.0,17.223060939579884,70.53497942386831,53.31191848428843,16.506806690003888,10284000.0,4243900.0,6040100.0
19.0,2500.0,2485.0,15.0,99.4,0.5999999999999943,47510.0,44924.0,2586.0,18.23155092367131,70.94650205761317,52.71495113394187,17.37200309358082,10344000.0,4492400.0,5851600.0
20.0,2501.0,2490.0,11.0,99.56017592962814,0.43982407037185567,50011.0,47414.0,2597.0,19.242070062660304,71.2482853223594,52.00621525969909,18.25721986907971,10388000.0,4741400.0,5646600.0
21.0,2500.0,2484.0,16.0,99.36,0.6400000000000006,52511.0,49898.0,2613.0,20.250154215772216,71.6872427983539,51.437088582581694,19.096058170685037,10452000.0,4989800.0,5462200.0
22.0,2501.0,2489.0,12.0,99.52019192323071,0.47980807676928805,55012.0,52387.0,2625.0,21.260267523781696,72.01646090534979,50.756193381568096,19.95695238095238,10500000.0,5238700.0,5261300.0
23.0,2500.0,2492.0,8.0,99.68,0.3199999999999932,57512.0,54879.0,2633.0,22.271598324729716,72.23593964334705,49.964341318617336,20.842764906950247,10532000.0,5487900.0,5044100.0
24.0,2501.0,2487.0,14.0,99.44022391043582,0.5597760895641812,60013.0,57366.0,2647.0,23.28089997078017,72.62002743484226,49.33912746406209,21.672081601813375,10588000.0,5736600.0,4851400.0
25.0,2500.0,2480.0,20.0,99.2,0.7999999999999972,62513.0,59846.0,2667.0,24.287360799974028,73.16872427983539,48.88136347986136,22.43944506936633,10668000.0,5984600.0,4683400.0
26.0,2501.0,2485.0,16.0,99.36025589764094,0.6397441023590602,65014.0,62331.0,2683.0,25.295850784065454,73.6076817558299,48.31183097176445,23.231830040998883,10732000.0,6233100.0,4498900.0
27.0,2500.0,2484.0,16.0,99.36,0.6400000000000006,67514.0,64815.0,2699.0,26.303934937177363,74.04663923182441,47.742704294647055,24.014449796220823,10796000.0,6481500.0,4314500.0
28.0,2501.0,2486.0,15.0,99.40023990403839,0.5997600959616136,70015.0,67301.0,2714.0,27.312830752248303,74.45816186556927,47.145331113320964,24.797715549005158,10856000.0,6730100.0,4125900.0
29.0,2500.0,2493.0,7.0,99.72,0.28000000000000114,72515.0,69794.0,2721.0,28.32456738417584,74.65020576131687,46.32563837714103,25.650128629180447,10884000.0,6979400.0,3904600.0
30.0,2501.0,2483.0,18.0,99.28028788484606,0.7197121151539392,75016.0,72277.0,2739.0,29.332245706308235,75.1440329218107,45.81178721550247,26.38809784592917,10956000.0,7227700.0,3728300.0
31.0,2500.0,2489.0,11.0,99.56,0.4399999999999977,77516.0,74766.0,2750.0,30.34235901431772,75.44581618655693,45.1034571722392,27.187636363636365,11000000.0,7476600.0,3523400.0
32.0,2501.0,2492.0,9.0,99.64014394242304,0.3598560575769625,80017.0,77258.0,2759.0,31.35368981526574,75.69272976680384,44.3390399515381,28.002174700978614,11036000.0,7725800.0,3310200.0
33.0,2500.0,2489.0,11.0,99.56,0.4399999999999977,82517.0,79747.0,2770.0,32.36380312327522,75.99451303155007,43.63070990827485,28.789530685920578,11080000.0,7974700.0,3105300.0
34.0,2501.0,2493.0,8.0,99.68012794882047,0.3198720511795301,85018.0,82240.0,2778.0,33.37553975520275,76.21399176954732,42.83845201434457,29.6040316774658,11112000.0,8224000.0,2888000.0
35.0,2501.0,2486.0,15.0,99.40023990403839,0.5997600959616136,87519.0,84726.0,2793.0,34.384435570273695,76.62551440329219,42.24107883301849,30.335123523093447,11172000.0,8472600.0,2699400.0
36.0,2500.0,2490.0,10.0,99.6,0.4000000000000057,90019.0,87216.0,2803.0,35.394954709262684,76.89986282578874,41.50490811652606,31.115233678201925,11212000.0,8721600.0,2490400.0
37.0,2501.0,2485.0,16.0,99.36025589764094,0.6397441023590602,92520.0,89701.0,2819.0,36.40344469335411,77.33882030178326,40.93537560842915,31.820148989003194,11276000.0,8970100.0,2305900.0
38.0,2500.0,2485.0,15.0,99.4,0.5999999999999943,95020.0,92186.0,2834.0,37.41193467744554,77.75034293552812,40.33840825808259,32.52858151023289,11336000.0,9218600.0,2117400.0
39.0,2501.0,2492.0,9.0,99.64014394242304,0.3598560575769625,97521.0,94678.0,2843.0,38.42326547839356,77.99725651577504,39.573991037381475,33.302145620823076,11372000.0,9467800.0,1904200.0
40.0,2500.0,2483.0,17.0,99.32,0.6800000000000068,100021.0,97161.0,2860.0,39.43094380052596,78.46364883401921,39.03270503349325,33.97237762237762,11440000.0,9716100.0,1723900.0
41.0,2501.0,2483.0,18.0,99.28028788484606,0.7197121151539392,102522.0,99644.0,2878.0,40.43862212265836,78.95747599451303,38.518853871854674,34.622654621264765,11512000.0,9964400.0,1547600.0
42.0,2500.0,2486.0,14.0,99.44,0.5600000000000023,105022.0,102130.0,2892.0,41.447517937729295,79.34156378600824,37.89404584827894,35.31466113416321,11568000.0,10213000.0,1355000.0
43.0,2501.0,2485.0,16.0,99.36025589764094,0.6397441023590602,107523.0,104615.0,2908.0,42.45600792182072,79.78052126200275,37.32451334018203,35.97489683631362,11632000.0,10461500.0,1170500.0
44.0,2500.0,2490.0,10.0,99.6,0.4000000000000057,110023.0,107105.0,2918.0,43.46652706080972,80.05486968449931,36.58834262368959,36.704934886908845,11672000.0,10710500.0,961500.0
45.0,2501.0,2492.0,9.0,99.64014394242304,0.3598560575769625,112524.0,109597.0,2927.0,44.477857861757734,80.30178326474623,35.8239254029885,37.44345746498121,11708000.0,10959700.0,748300.0
46.0,2500.0,2478.0,22.0,99.12,0.8799999999999955,115024.0,112075.0,2949.0,45.48350702899256,80.90534979423869,35.421842765246126,38.00440827399118,11796000.0,11207500.0,588500.0
47.0,2501.0,2476.0,25.0,99.00039984006398,0.9996001599360227,117525.0,114551.0,2974.0,46.48834453426837,81.59122085048011,35.10287631621174,38.517484868863484,11896000.0,11455100.0,440900.0
48.0,2500.0,2487.0,13.0,99.48,0.519999999999996,120025.0,117038.0,2987.0,47.497646180318824,81.94787379972566,34.45022761940683,39.182457315031805,11948000.0,11703800.0,244200.0
49.0,2501.0,2490.0,11.0,99.56017592962814,0.43982407037185567,122526.0,119528.0,2998.0,48.508165319307814,82.24965706447188,33.74149174516406,39.869246164109406,11992000.0,11952800.0,39200.0
50.0,2501.0,2485.0,16.0,99.36025589764094,0.6397441023590602,125027.0,122013.0,3014.0,49.51665530339924,82.68861454046639,33.17195923706715,40.48208360982083,12056000.0,12201300.0,-145300.0
51.0,2500.0,2485.0,15.0,99.4,0.5999999999999943,127527.0,124498.0,3029.0,50.525145287490666,83.10013717421126,32.57499188672059,41.10201386596236,12116000.0,12449800.0,-333800.0
52.0,2501.0,2489.0,12.0,99.52019192323071,0.47980807676928805,130028.0,126987.0,3041.0,51.535258595500146,83.42935528120714,31.89409668570699,41.75830318974022,12164000.0,12698700.0,-534700.0
53.0,2500.0,2485.0,15.0,99.4,0.5999999999999943,132528.0,129472.0,3056.0,52.54374857959157,83.84087791495199,31.297129335360417,42.36649214659686,12224000.0,12947200.0,-723200.0
54.0,2501.0,2487.0,14.0,99.44022391043582,0.5597760895641812,135029.0,131959.0,3070.0,53.553050225642025,84.2249657064472,30.67191548080517,42.983387622149834,12280000.0,13195900.0,-915900.0
55.0,2500.0,2486.0,14.0,99.44,0.5600000000000023,137529.0,134445.0,3084.0,54.56194604071296,84.60905349794238,30.047107457229423,43.5943579766537,12336000.0,13444500.0,-1108500.0
56.0,2501.0,2486.0,15.0,99.40023990403839,0.5997600959616136,140030.0,136931.0,3099.0,55.570841855783904,85.02057613168725,29.449734275903346,44.18554372378186,12396000.0,13693100.0,-1297100.0
57.0,2500.0,2486.0,14.0,99.44,0.5600000000000023,142530.0,139417.0,3113.0,56.57973767085484,85.40466392318244,28.8249262523276,44.78541599743013,12452000.0,13941700.0,-1489700.0
58.0,2501.0,2481.0,20.0,99.20031987205118,0.7996801279488182,145031.0,141898.0,3133.0,57.58660433102821,85.95336076817559,28.366756437147373,45.29141398021066,12532000.0,14189800.0,-1657800.0
59.0,2500.0,2491.0,9.0,99.64,0.35999999999999943,147531.0,144389.0,3142.0,58.59752930099672,86.2002743484225,27.602745047425778,45.95448758752387,12568000.0,14438900.0,-1870900.0
60.0,2501.0,2488.0,13.0,99.48020791683327,0.5197920831667346,150032.0,146877.0,3155.0,59.60723677802669,86.55692729766804,26.94969051964135,46.553724247226626,12620000.0,14687700.0,-2067700.0
61.0,2500.0,2486.0,14.0,99.44,0.5600000000000023,152532.0,149363.0,3169.0,60.616132593097625,86.94101508916324,26.32488249606562,47.132533922372986,12676000.0,14936300.0,-2260300.0
62.0,2501.0,2499.0,2.0,99.92003198720512,0.07996801279487897,155033.0,151862.0,3171.0,61.630304210902246,86.99588477366255,25.365580562760307,47.890886155786816,12684000.0,15186200.0,-2502200.0
63.0,2500.0,2487.0,13.0,99.48,0.519999999999996,157533.0,154349.0,3184.0,62.6396058569527,87.3525377229081,24.712931865955397,48.47644472361809,12736000.0,15434900.0,-2698900.0
64.0,2501.0,2493.0,8.0,99.68012794882047,0.3198720511795301,160034.0,156842.0,3192.0,63.65134248888023,87.57201646090535,23.920673972025114,49.1359649122807,12768000.0,15684200.0,-2916200.0
65.0,2500.0,2485.0,15.0,99.4,0.5999999999999943,162534.0,159327.0,3207.0,64.65983247297166,87.98353909465021,23.323706621678554,49.681010289990645,12828000.0,15932700.0,-3104700.0
66.0,2501.0,2486.0,15.0,99.40023990403839,0.5997600959616136,165035.0,161813.0,3222.0,65.6687282880426,88.39506172839506,22.726333440352462,50.22129112352576,12888000.0,16181300.0,-3293300.0
67.0,2501.0,2493.0,8.0,99.68012794882047,0.3198720511795301,167536.0,164306.0,3230.0,66.68046491997013,88.61454046639231,21.93407554642218,50.8687306501548,12920000.0,16430600.0,-3510600.0
68.0,2500.0,2480.0,20.0,99.2,0.7999999999999972,170036.0,166786.0,3250.0,67.68692574916399,89.16323731138546,21.47631156222147,51.31876923076923,13000000.0,16678600.0,-3678600.0
69.0,2501.0,2472.0,29.0,98.8404638144742,1.1595361855257948,172537.0,169258.0,3279.0,68.69013993052174,89.95884773662551,21.268707806103777,51.61878621530955,13116000.0,16925800.0,-3809800.0
70.0,2500.0,2492.0,8.0,99.68,0.3199999999999932,175037.0,171750.0,3287.0,69.70147073146975,90.17832647462276,20.47685574315301,52.251292972315184,13148000.0,17175000.0,-4027000.0
71.0,2501.0,2494.0,7.0,99.72011195521792,0.2798880447820835,177538.0,174244.0,3294.0,70.7136131943768,90.37037037037037,19.65675717599356,52.89738919247116,13176000.0,17424400.0,-4248400.0
72.0,2500.0,2488.0,12.0,99.52,0.480000000000004,180038.0,176732.0,3306.0,71.72332067140677,90.69958847736625,18.97626780595948,53.45795523290986,13224000.0,17673200.0,-4449200.0
73.0,2501.0,2486.0,15.0,99.40023990403839,0.5997600959616136,182539.0,179218.0,3321.0,72.73221648647771,91.11111111111111,18.378894624633404,53.96507076181873,13284000.0,17921800.0,-4637800.0
74.0,2500.0,2489.0,11.0,99.56,0.4399999999999977,185039.0,181707.0,3332.0,73.74232979448719,91.41289437585733,17.670564581370144,54.53391356542617,13328000.0,18170700.0,-4842700.0
75.0,2501.0,2491.0,10.0,99.60015993602559,0.3998400639744091,187540.0,184198.0,3342.0,74.7532547644557,91.6872427983539,16.933988033898203,55.11609814482346,13368000.0,18419800.0,-5051800.0
76.0,2500.0,2484.0,16.0,99.36,0.6400000000000006,190040.0,186682.0,3358.0,75.76133891756761,92.12620027434842,16.364861356780807,55.593210244192974,13432000.0,18668200.0,-5236200.0
77.0,2501.0,2484.0,17.0,99.32027189124351,0.6797281087564926,192541.0,189166.0,3375.0,76.76942307067952,92.5925925925926,15.823169521913073,56.04918518518519,13500000.0,18916600.0,-5416600.0
78.0,2500.0,2493.0,7.0,99.72,0.28000000000000114,195041.0,191659.0,3382.0,77.78115970260706,92.7846364883402,15.003476785733142,56.670313424009464,13528000.0,19165900.0,-5637900.0
79.0,2501.0,2492.0,9.0,99.64014394242304,0.3598560575769625,197542.0,194151.0,3391.0,78.79249050355509,93.03155006858711,14.239059565032022,57.25479209672663,13564000.0,19415100.0,-5851100.0
80.0,2500.0,2489.0,11.0,99.56,0.4399999999999977,200042.0,196640.0,3402.0,79.80260381156457,93.33333333333333,13.530729521768762,57.80129335684891,13608000.0,19664000.0,-6056000.0
81.0,2501.0,2490.0,11.0,99.56017592962814,0.43982407037185567,202543.0,199130.0,3413.0,80.81312295055355,93.63511659807956,12.821993647526014,58.34456489891591,13652000.0,19913000.0,-6261000.0
82.0,2500.0,2482.0,18.0,99.28,0.7199999999999989,205043.0,201612.0,3431.0,81.82039544170644,94.12894375857339,12.308548316866947,58.76187700378898,13724000.0,20161200.0,-6437200.0
83.0,2501.0,2491.0,10.0,99.60015993602559,0.3998400639744091,207544.0,204103.0,3441.0,82.83132041167495,94.40329218106996,11.571971769395006,59.31502470212148,13764000.0,20410300.0,-6646300.0
84.0,2501.0,2487.0,14.0,99.44022391043582,0.5597760895641812,210045.0,206590.0,3455.0,83.8406220577254,94.78737997256516,10.946757914839765,59.794500723589,13820000.0,20659000.0,-6839000.0
85.0,2500.0,2494.0,6.0,99.76,0.23999999999999488,212545.0,209084.0,3461.0,84.85276452063245,94.9519890260631,10.099224505430655,60.411441779832415,13844000.0,20908400.0,-7064400.0
86.0,2501.0,2489.0,12.0,99.52019192323071,0.47980807676928805,215046.0,211573.0,3473.0,85.86287782864193,95.28120713305898,9.418329304417057,60.91937805931472,13892000.0,21157300.0,-7265300.0
87.0,2500.0,2484.0,16.0,99.36,0.6400000000000006,217546.0,214057.0,3489.0,86.87096198175384,95.7201646090535,8.849202627299661,61.351963313270275,13956000.0,21405700.0,-7449700.0
88.0,2501.0,2490.0,11.0,99.56017592962814,0.43982407037185567,220047.0,216547.0,3500.0,87.88148112074283,96.02194787379973,8.140466753056899,61.87057142857143,14000000.0,21654700.0,-7654700.0
89.0,2500.0,2485.0,15.0,99.4,0.5999999999999943,222547.0,219032.0,3515.0,88.88997110483426,96.43347050754458,7.543499402710324,62.31351351351351,14060000.0,21903200.0,-7843200.0
90.0,2501.0,2491.0,10.0,99.60015993602559,0.3998400639744091,225048.0,221523.0,3525.0,89.90089607480277,96.70781893004116,6.806922855238383,62.84340425531915,14100000.0,22152300.0,-8052300.0
91.0,2500.0,2488.0,12.0,99.52,0.480000000000004,227548.0,224011.0,3537.0,90.91060355183274,97.03703703703704,6.126433485204302,63.333616058806896,14148000.0,22401100.0,-8253100.0
92.0,2501.0,2492.0,9.0,99.64014394242304,0.3598560575769625,230049.0,226503.0,3546.0,91.92193435278075,97.28395061728395,5.362016264503197,63.8756345177665,14184000.0,22650300.0,-8466300.0
93.0,2500.0,2490.0,10.0,99.6,0.4000000000000057,232549.0,228993.0,3556.0,92.93245349176975,97.55829903978052,4.625845548010773,64.39623172103487,14224000.0,22899300.0,-8675300.0
94.0,2501.0,2488.0,13.0,99.48020791683327,0.5197920831667346,235050.0,231481.0,3569.0,93.94216096879971,97.91495198902606,3.972791020226353,64.85878397310171,14276000.0,23148100.0,-8872100.0
95.0,2500.0,2492.0,8.0,99.68,0.3199999999999932,237550.0,233973.0,3577.0,94.95349176974774,98.13443072702331,3.180938957275572,65.4103997763489,14308000.0,23397300.0,-9089300.0
96.0,2501.0,2486.0,15.0,99.40023990403839,0.5997600959616136,240051.0,236459.0,3592.0,95.96238758481867,98.54595336076818,2.583565775949509,65.8293429844098,14368000.0,23645900.0,-9277900.0
97.0,2500.0,2481.0,19.0,99.24,0.7600000000000051,242551.0,238940.0,3611.0,96.96925424499204,99.06721536351166,2.0979611185196205,66.17003600110773,14444000.0,23894000.0,-9450000.0
98.0,2501.0,2487.0,14.0,99.44022391043582,0.5597760895641812,245052.0,241427.0,3625.0,97.9785558910425,99.45130315500685,1.4727472639643509,66.60055172413793,14500000.0,24142700.0,-9642700.0
99.0,2500.0,2490.0,10.0,99.6,0.4000000000000057,247552.0,243917.0,3635.0,98.98907503003149,99.72565157750343,0.736576547471941,67.10233837689134,14540000.0,24391700.0,-9851700.0
100.0,2501.0,2491.0,10.0,99.60015993602559,0.3998400639744091,250053.0,246408.0,3645.0,100.0,100.0,0.0,67.60164609053498,14580000.0,24640800.0,-10060800.0
